AddressID,AddressLine1,AddressLine2,City,StateProvinceID,PostalCode,rowguid,ModifiedDate
20088,9342 Temple Drive,,Cliffside,7,V8Y 1L1,AZRtP6RjJkWevQ7NLwQciA==,2004-07-02 00:00:00.000000 UTC
12064,2328 Elk Dr,,Cliffside,7,V8Y 1L1,9hDxEh0BRkmEVhKiRRKu+w==,2003-08-19 00:00:00.000000 UTC
28311,1107 La Corte Bonita,,Cliffside,7,V8Y 1L1,BSF9oJrHW0iuwGkIhPcwYw==,2002-07-21 00:00:00.000000 UTC
12866,9699 Gilardy Drive,,Cliffside,7,V8Y 1L1,SUcJ7V4OekWbCwvR8e8ZLg==,2002-06-28 00:00:00.000000 UTC
14483,5446 Via Estrella,,Cliffside,7,V8Y 1L1,bJsiDwpu3UqkkoUDmZbuWA==,2004-04-12 00:00:00.000000 UTC
26476,2407 Erie Dr.,,Cliffside,7,V8Y 1L1,cFIPkrhfNkqQHCzYmy70jQ==,2003-12-16 00:00:00.000000 UTC
27103,3106 Julpum Loop,,Cliffside,7,V8Y 1L1,YI91ij7R9k2nU+rav5GbNw==,2004-06-14 00:00:00.000000 UTC
29092,5587 D St.,,Cliffside,7,V8Y 1L1,s/EUP2OOg0qgwCKj1q1aVA==,2004-04-02 00:00:00.000000 UTC
21149,5888 Salem St.,,Cliffside,7,V8Y 1L1,9Kwk08bJyUq2oOkOPGM+tA==,2001-09-02 00:00:00.000000 UTC
21922,1509 American Beauty Dr.,,Cliffside,7,V8Y 1L1,Ua5YPqdMCUWfHGQAlF0xKA==,2004-06-01 00:00:00.000000 UTC
22489,60 Reliz Valley Road,,Cliffside,7,V8Y 1L1,lOWcClxo3ky9HUjPXlLMmA==,2002-05-16 00:00:00.000000 UTC
12680,2467 Green St.,,Cliffside,7,V8Y 1L1,QIzWTnMynEGHxSncbmPh5g==,2004-04-06 00:00:00.000000 UTC
13829,191 Trail Way,,Cliffside,7,V8Y 1L1,uxsQldYGCEGVOCog44+vNg==,2001-09-01 00:00:00.000000 UTC
16875,2076 Westover Dr,,Cliffside,7,V8Y 1L1,q7mQ55Dj/UmKED8jzSyIBw==,2004-07-20 00:00:00.000000 UTC
26584,115 Santa Fe Street,,Cliffside,7,V8Y 1L1,mGY3fEZOdEC9HnLjGFXbEg==,2004-01-29 00:00:00.000000 UTC
26936,3300 Country View Lane,,Cliffside,7,V8Y 1L1,w2RgQzpdZUWmjzWHa5T+4A==,2003-08-18 00:00:00.000000 UTC
13228,2850 D Bel Air Dr,,Cliffside,7,V8Y 1L1,O1UkSoYTHUmRWQHF6OOslA==,2003-10-28 00:00:00.000000 UTC
17629,3376 Jacaranda Dr.,,Cliffside,7,V8Y 1L1,dc9+U4Q03UCo70ReGqS8lg==,2004-03-01 00:00:00.000000 UTC
19247,1925 Pacheco Street,,Cliffside,7,V8Y 1L1,Qbb+sSGB10GKzP9gMkx8dw==,2004-01-20 00:00:00.000000 UTC
11643,1872 Chance Drive,,Cliffside,7,V8Y 1L1,cNqHVzhLYkWGEz8KfVtRMg==,2004-03-07 00:00:00.000000 UTC
13204,9027 Alan Dr,,Cliffside,7,V8Y 1L1,5ufr5HJZiUWZar3SrrZ7Jw==,2003-12-08 00:00:00.000000 UTC
13731,1663 Park Glen Court,,Cliffside,7,V8Y 1L1,TKaT+jETzUiucoL2ODYe6Q==,2004-03-18 00:00:00.000000 UTC
19503,8108 Abbey Court,,Cliffside,7,V8Y 1L1,VIZ9L6M3v0K14sj0Sr0mqw==,2004-07-04 00:00:00.000000 UTC
23079,9221 Dutch Slough Rd.,,Cliffside,7,V8Y 1L1,b29B0zITj0m3j/oP7GVcvw==,2002-02-24 00:00:00.000000 UTC
27239,589 Ashwood Dr.,,Cliffside,7,V8Y 1L1,zMG14+4pWEG7gvvznRQGKQ==,2003-08-19 00:00:00.000000 UTC
11904,5425 Highland Circle,,Cliffside,7,V8Y 1L1,bC2ERtzpuk28WiY3QjhvOQ==,2004-02-20 00:00:00.000000 UTC
13244,7509 San Cristobal,,Cliffside,7,V8Y 1L1,LLypFhcE50eHbR0X5krWyQ==,2003-10-26 00:00:00.000000 UTC
18583,4851 Heights Ave.,,Cliffside,7,V8Y 1L1,y/UNg68OJE6yFDjsGsU9mw==,2003-08-29 00:00:00.000000 UTC
26066,1547 Larkwood Ct.,,Cliffside,7,V8Y 1L1,gyUJvIe9ak6k+R03RsTHOA==,2002-02-26 00:00:00.000000 UTC
27501,1277 Live Oak Avenue,,Cliffside,7,V8Y 1L1,aenJrSmcrUyXuaylR8zyNg==,2003-05-22 00:00:00.000000 UTC
29490,8408 Via Del Sol,,Cliffside,7,V8Y 1L1,iCc6+N9F9EaIEDsDwTlTCg==,2002-08-15 00:00:00.000000 UTC
16124,495 Alameda Drive,,Cliffside,7,V8Y 1L1,M7F/5N7MuESiXRujsv+Vuw==,2003-08-28 00:00:00.000000 UTC
17025,799 Temple Dr.,,Cliffside,7,V8Y 1L1,tBCCNf84cEe/XVj+jyHtSQ==,2004-03-27 00:00:00.000000 UTC
20079,8915 Woodside Way,,Cliffside,7,V8Y 1L1,yLsuWdCj8UKCLgae9uNzSw==,2003-07-24 00:00:00.000000 UTC
23895,4501 Terrace Road,,Cliffside,7,V8Y 1L1,7ZyPTB/8jkOOmR+8HgmRmw==,2004-04-01 00:00:00.000000 UTC
27795,1511 Roxbury Drive,,Cliffside,7,V8Y 1L1,2U4TBpaPHUesORtOYvJ8VA==,2004-01-09 00:00:00.000000 UTC
29597,7769 Holton Court,,Cliffside,7,V8Y 1L1,QtQtKopXzUaYVivtg1ypeg==,2003-08-29 00:00:00.000000 UTC
14967,6857 La Salle Ct,,Cliffside,7,V8Y 1L1,7ccP/P9DikWu4KagF2PK4A==,2004-05-09 00:00:00.000000 UTC
18843,1599 Green Hill Rd,,Cliffside,7,V8Y 1L1,2XYWGizrzUKQT2tw4X9Y9A==,2003-09-23 00:00:00.000000 UTC
19062,4023 Jasper Court,,Cliffside,7,V8Y 1L1,NI1nuW7/H0i5xT5AzE0d1Q==,2003-09-01 00:00:00.000000 UTC
21312,1172 Flamingo Dr.,,Cliffside,7,V8Y 1L1,N54cPnHehEGlc0eq6zfznw==,2004-04-28 00:00:00.000000 UTC
23117,4909 Vine Lane,,Cliffside,7,V8Y 1L1,YlI/PgFaPEG7PIKJYzlIvQ==,2003-10-08 00:00:00.000000 UTC
29125,1830 Tabora Drive,,Cliffside,7,V8Y 1L1,/QZ1AR7MvEK4iykVzcmFYA==,2004-07-05 00:00:00.000000 UTC
17816,6850 Monument Blvd.,,Cliffside,7,V8Y 1L1,mk4XZbU5OUW2Twq8NnjnaA==,2004-05-26 00:00:00.000000 UTC
25057,3268 Hazelwood Lane,,Cliffside,7,V8Y 1L1,aOLAezyBAUGsGjNSSppnIg==,2003-08-02 00:00:00.000000 UTC
25515,2341 Peachwillow,,Cliffside,7,V8Y 1L1,NJkXZBt62ECSO3oMfHcSXQ==,2002-07-26 00:00:00.000000 UTC
26988,4429 Deermeadow Way,,Cliffside,7,V8Y 1L1,4w6KQfyYL0+1hiU3ss//2g==,2003-09-12 00:00:00.000000 UTC
15512,5464 Olive Ave,,Cliffside,7,V8Y 1L1,R9BU2VypT0mt6tlGOEyUdQ==,2003-09-05 00:00:00.000000 UTC
15635,4823 Park Blvd.,,Cliffside,7,V8Y 1L1,Z1KfJk/PO0qlhORQVX24TA==,2004-07-28 00:00:00.000000 UTC
22732,791 Monte Cresta,,Cliffside,7,V8Y 1L1,gjAJcudSZUSQH2iL0zHZbw==,2003-08-18 00:00:00.000000 UTC
26581,8618 Rose Street,,Cliffside,7,V8Y 1L1,GhnfVNxCJ0yK21POADrjMQ==,2004-04-13 00:00:00.000000 UTC
14518,2111 Ringing Dr,,Cliffside,7,V8Y 1L1,8Qy7BqAuV0q0OkoadA23fw==,2003-09-19 00:00:00.000000 UTC
18389,3949 Eastgate Ave.,,Cliffside,7,V8Y 1L1,61n3+F/NU0KvtMMBRnLTXg==,2004-04-11 00:00:00.000000 UTC
25246,9297 Mauna Kea Court,,Cliffside,7,V8Y 1L1,0TzLb3/CI0imJlQP7GSC8g==,2004-06-11 00:00:00.000000 UTC
25650,3400 Folson Drive,,Cliffside,7,V8Y 1L1,z7+9dj/zFU+GSbfvc8lffg==,2003-08-10 00:00:00.000000 UTC
26602,7411 Crivello Avenue,,Cliffside,7,V8Y 1L1,Z/H+/lkzy0yljx0Jh6aajQ==,2003-10-08 00:00:00.000000 UTC
12129,1348 Montego,,Cliffside,7,V8Y 1L1,qHw7w4l1KkOqK0BzFVo5Gw==,2004-04-18 00:00:00.000000 UTC
24855,1267 Baltic Sea Ct.,,Cliffside,7,V8Y 1L1,bwFOK+D2i0Oq6UHgSSbJYA==,2004-01-15 00:00:00.000000 UTC
16651,6652 Birch Park Rd,,Cliffside,7,V8Y 1L1,7iRBOXlnOEaExeUhOgMxIA==,2004-01-10 00:00:00.000000 UTC
14966,5361 Hungry Road,,Cliffside,7,V8Y 1L1,aWuHqCJbakKN12wY/0hgHg==,2003-08-07 00:00:00.000000 UTC
15130,9326 Mayda Way,,Cliffside,7,V8Y 1L1,E3B/COUBrEqCrEdGgUXIcA==,2002-02-12 00:00:00.000000 UTC
16747,6797 Smiling Tree Court,,Cliffside,7,V8Y 1L1,e77uF+mXBUqpXv+Umt6uAQ==,2004-01-30 00:00:00.000000 UTC
17801,4328 Liszt Way,,Cliffside,7,V8Y 1L1,YmW0hrv4RkuSB5owzHUVXg==,2002-09-18 00:00:00.000000 UTC
12658,1819 Lilac Court,,Cliffside,7,V8Y 1L1,2fuJk/itn0+SN5b6KJQaPg==,2002-07-05 00:00:00.000000 UTC
16548,5799 Abbey Court,,Cliffside,7,V8Y 1L1,OPSl2VwdPkaTQT+hKZ+97A==,2004-05-14 00:00:00.000000 UTC
19698,6832 Le Jean Way,,Cliffside,7,V8Y 1L1,yV5TSc5N7U6eyNTf8B1ikw==,2004-01-15 00:00:00.000000 UTC
21562,863 Heritage Oaks,,Cliffside,7,V8Y 1L1,l9iaUwmXZkC0hrKQrF/ueQ==,2003-10-12 00:00:00.000000 UTC
28682,8844 Fitzpatrick Drive,,Cliffside,7,V8Y 1L1,fjtp7iWDh0WlCZORtn7Znw==,2003-10-02 00:00:00.000000 UTC
20960,2601 Amaranth Way,,Shawnee,7,V8Z 4N5,zdRMKwxN8kW1z+YykwQfcg==,2004-01-26 00:00:00.000000 UTC
21584,7345 Kenwal Rd.,,Shawnee,7,V8Z 4N5,hB/AXQ3DYkS+/amJMETnhA==,2004-07-18 00:00:00.000000 UTC
21596,1046 Cloverleaf Circle,,Shawnee,7,V8Z 4N5,Dea+tHXc00yv6UWuM+/X+A==,2003-08-11 00:00:00.000000 UTC
23213,3585 Holly Oak Dr.,,Shawnee,7,V8Z 4N5,5hqiteL1J0ecZQx7iv8QsA==,2004-03-10 00:00:00.000000 UTC
18682,2396 Anchor Ct.,,Shawnee,7,V8Z 4N5,t1tyKvx1GES/+w4sh4BxNA==,2004-01-06 00:00:00.000000 UTC
24195,8759 Arnold Dr.,,Shawnee,7,V8Z 4N5,XNSSpaUh0Uaf4q5IflXE4w==,2002-03-01 00:00:00.000000 UTC
22570,6075 Lake Nadine Pl.,,Shawnee,7,V8Z 4N5,NDLBOzEc80qEd0DQdRMw9g==,2004-05-19 00:00:00.000000 UTC
19743,7936 Hemlock Ave.,,Shawnee,7,V8Z 4N5,qvKXAP3wRUaK9EQSwGPmWw==,2003-10-04 00:00:00.000000 UTC
21434,1527 St. John Lane,,Shawnee,7,V8Z 4N5,MEIYuz2GzkSD3Engq4gzIg==,2004-05-24 00:00:00.000000 UTC
21316,4203 Windmill Way,,Shawnee,7,V8Z 4N5,bBjkvSQhfE+E2b2Uy+B6BA==,2003-10-30 00:00:00.000000 UTC
20033,3448 Sun View Terr.,,Shawnee,7,V8Z 4N5,uoZ7F5G/ZkmYq8mxzGNjgQ==,2004-01-19 00:00:00.000000 UTC
21299,7326 Kenmore,,Shawnee,7,V8Z 4N5,efilLl+leEGaJvJfGRv+vw==,2003-02-15 00:00:00.000000 UTC
22555,7311 Blackridge Dr.,,Shawnee,7,V8Z 4N5,gfkDUY1ICkarO3OmJOZeDw==,2004-05-29 00:00:00.000000 UTC
24705,1565 Esperanea Dr.,,Shawnee,7,V8Z 4N5,GpnbkgsTZEqNPoLwMe3Npw==,2003-10-20 00:00:00.000000 UTC
18801,2528 G St.,,Shawnee,7,V8Z 4N5,MZtBrjxWGkGMIk4QRyaIAg==,2003-11-03 00:00:00.000000 UTC
18993,873 Winding Lane,,Shawnee,7,V8Z 4N5,oDuqXRjiLkeyki4WI1Q92Q==,2004-01-10 00:00:00.000000 UTC
19261,7355 Macarthur Avenue,,Shawnee,7,V8Z 4N5,P66OWMyYLkWoh3+dYotDlg==,2001-07-30 00:00:00.000000 UTC
19312,6205 Lorie Lane,,Shawnee,7,V8Z 4N5,JsAKhxFOPEW8BO4uJ+LPgQ==,2004-05-30 00:00:00.000000 UTC
21910,54 Morgan Ave.,,Shawnee,7,V8Z 4N5,W9FY6wDRcU+wvfe7saenIQ==,2003-08-05 00:00:00.000000 UTC
20573,8869 Bellwood Court,,Shawnee,7,V8Z 4N5,G8vkHv5by0qpgo73kQRRAA==,2004-05-23 00:00:00.000000 UTC
23301,7770 Mota Dr.,,Shawnee,7,V8Z 4N5,+HtsO6bCgUSYpbZXOPGpbA==,2003-10-20 00:00:00.000000 UTC
20466,5153 Hackamore Lane,,Shawnee,7,V8Z 4N5,1cfZkMWxC06EFzgKkUyABQ==,2004-02-27 00:00:00.000000 UTC
21009,2934 Sycamore Drive,,Shawnee,7,V8Z 4N5,8qKUZy5HtEuXfsNGFb5XUw==,2003-11-08 00:00:00.000000 UTC
20958,1105 O St.,,Shawnee,7,V8Z 4N5,3RsDBZfpm0egRH2y6x/0uQ==,2003-10-06 00:00:00.000000 UTC
19448,9424 Oakgrove,,Shawnee,7,V8Z 4N5,GEMPmRmpy0Srn9kJbitV6w==,2001-11-23 00:00:00.000000 UTC
20272,4387 Treat Blvd,,Shawnee,7,V8Z 4N5,vM+ss1dPgEGWmQ8l1GbG+g==,2004-01-15 00:00:00.000000 UTC
24100,5602 Claycord Avenue,,Shawnee,7,V8Z 4N5,W8iy3H8zCE+nK2pGZuQZqw==,2004-01-03 00:00:00.000000 UTC
18718,6842 Fernwood Drive,,Shawnee,7,V8Z 4N5,mpoAi9c1JkazVNRa61mTYg==,2004-06-02 00:00:00.000000 UTC
19125,8989 Twincreek Ct.,,Shawnee,7,V8Z 4N5,Fv1brEPCyUSMguOY0vzrmQ==,2004-01-25 00:00:00.000000 UTC
23343,4398 Clayburn Road,,Shawnee,7,V8Z 4N5,VzYuQaS5aU6ue3qVAS5WFQ==,2004-01-02 00:00:00.000000 UTC
23456,6879 Winthrop St.,,Shawnee,7,V8Z 4N5,Pg10pXZB1k6Eu7P0EYCktg==,2003-09-22 00:00:00.000000 UTC
24222,296 Peachwillow St.,,Shawnee,7,V8Z 4N5,KQr0AOs0Q0ax45IlnsPt5A==,2002-10-24 00:00:00.000000 UTC
20300,9473 Camino Solano,,Shawnee,7,V8Z 4N5,B1ZfrnO+oU6+JmYMgUDbzw==,2003-08-28 00:00:00.000000 UTC
23101,1318 Ramer Ct.,,Shawnee,7,V8Z 4N5,/6F66CzpaUOpFgODVQMCcw==,2004-07-16 00:00:00.000000 UTC
22219,295 Halfmoon Court,,Shawnee,7,V8Z 4N5,kDWT6RJY4EmZrkCxai2MMg==,2004-01-16 00:00:00.000000 UTC
19316,7700 Meaham Drive,,Shawnee,7,V8Z 4N5,nK+XwWqvaEaqrok7LHuFGA==,2003-12-19 00:00:00.000000 UTC
20311,9518 Lakeview Place,,Shawnee,7,V8Z 4N5,tGBjvuTR10Kv88RswSaUlQ==,2003-10-23 00:00:00.000000 UTC
24363,2407 Banyan Way,,Shawnee,7,V8Z 4N5,xeNPH8mXuE2Wc+qLkvhE2w==,2003-09-11 00:00:00.000000 UTC
23501,6878 Dublin,,Shawnee,7,V8Z 4N5,5DcH0jvCcE+kBam+w8Ds8Q==,2003-08-03 00:00:00.000000 UTC
19273,4925 Mariposa Ct.,,Shawnee,7,V8Z 4N5,ELB4c2BJpEubaKid8ZfGBQ==,2003-10-07 00:00:00.000000 UTC
20323,1442 Hill Top Rd,,Shawnee,7,V8Z 4N5,u6vKiReBbUmxO+ODcrg2AQ==,2003-08-17 00:00:00.000000 UTC
21240,4769 Detroit Avenue,,Shawnee,7,V8Z 4N5,jvzyYLURrEGIf7FdbwuBqA==,2003-12-13 00:00:00.000000 UTC
16443,7503 Sheffield Place,# 19,Shawnee,7,V9B 2C3,NJolx5us1U64B7p+LRvZOQ==,2001-10-22 00:00:00.000000 UTC
14104,9068 Bohon Circle,,Shawnee,7,V9B 2C3,NRBAVFPkNU2qsHJ36uqsyQ==,2003-09-23 00:00:00.000000 UTC
16838,9513 Roslyn Drive,,Shawnee,7,V9B 2C3,f16PqTtu3kGvSznauxQv2g==,2003-09-13 00:00:00.000000 UTC
17805,5396 Hacienda,,Shawnee,7,V9B 2C3,eTYrHggGDEqBv2/d1sFCyg==,2004-01-10 00:00:00.000000 UTC
13346,5291 Juliet Court,,Shawnee,7,V9B 2C3,kAfXQo4F8kuKAzfMSlODUQ==,2003-08-01 00:00:00.000000 UTC
14200,2785 Snow Drive,,Shawnee,7,V9B 2C3,+DRD6Ux7IkWKglWf0LEHYQ==,2003-08-13 00:00:00.000000 UTC
12183,4116 Candelero Place,,Shawnee,7,V9B 2C3,rYT8S/y+YkyCDBsVRTb8/w==,2004-01-26 00:00:00.000000 UTC
16914,332 West Slough Rd,,Shawnee,7,V9B 2C3,zaFdmpmEQkGPGgFcXYsVyg==,2003-04-13 00:00:00.000000 UTC
17198,1483 Browse Street,,Shawnee,7,V9B 2C3,jb3/oXMkTUiOxzt0XcY2xA==,2004-01-26 00:00:00.000000 UTC
17518,9471 Tobi Drive,,Shawnee,7,V9B 2C3,c8FAKjs+fE+543FvrkQJyA==,2002-02-03 00:00:00.000000 UTC
16196,1749 Champion Rd,,Shawnee,7,V9B 2C3,KRU2c6imaUyNxK0lW8+05Q==,2003-12-27 00:00:00.000000 UTC
11802,9312 Corte Del Sol,,Shawnee,7,V9B 2C3,kj1/zJwA40WacD34vjV8iw==,2003-11-14 00:00:00.000000 UTC
12104,4365 B Eagle Peak Rd.,,Shawnee,7,V9B 2C3,himF+5q3uEWrGQGvwSF9eQ==,2002-07-05 00:00:00.000000 UTC
17479,8934 Lacanda,,Shawnee,7,V9B 2C3,HbTvouGNhUOTuQKD5Z/H6g==,2003-12-05 00:00:00.000000 UTC
18105,9669 Cynthia Dr.,,Shawnee,7,V9B 2C3,ECOI0mdqnkGPRWl97khJtg==,2003-08-26 00:00:00.000000 UTC
14988,9847 E. Nd Street,,Shawnee,7,V9B 2C3,nv7UIrTn00ORUUAOzwn1qA==,2004-05-12 00:00:00.000000 UTC
15584,3651 Willow Lake Rd,,Shawnee,7,V9B 2C3,E0bOwBoKFUOJUk2VE4pMoA==,2003-10-12 00:00:00.000000 UTC
15275,5485 Wee Donegal,,Shawnee,7,V9B 2C3,GIhThD+/JkS8iJLzwa/NGA==,2004-04-14 00:00:00.000000 UTC
12301,512 Salvio St.,,Shawnee,7,V9B 2C3,pIcq4JsyEEyyBJ60zublzw==,2003-10-04 00:00:00.000000 UTC
12972,682 Ambush Dr..,,Shawnee,7,V9B 2C3,x1SI1itxTkCX+ChhRnPonw==,2004-07-01 00:00:00.000000 UTC
15317,2846 Thomas Ave,,Shawnee,7,V9B 2C3,3O9+ovD5AUqxKlPNKDcZCQ==,2002-11-08 00:00:00.000000 UTC
12007,3207 Mario Way,,Shawnee,7,V9B 2C3,J0i5so7BREaoFNsNqHvt0w==,2004-06-28 00:00:00.000000 UTC
14672,613 Glen Wood Drive,,Shawnee,7,V9B 2C3,zb5T1Apn0ki0Qre/ITUoOA==,2003-08-04 00:00:00.000000 UTC
11750,9746 Valley Blvd.,,Shawnee,7,V9B 2C3,xOGVZS7Jnk6YebaVpH04eQ==,2004-02-15 00:00:00.000000 UTC
14657,3737 Bellord Ct,,Shawnee,7,V9B 2C3,dGqZRrUTY0mJxm3BnL1Abg==,2002-07-04 00:00:00.000000 UTC
12343,1955 Glaze Dr.,,Shawnee,7,V9B 2C3,LaFWxoVrWUeGlAoEsWeG6A==,2002-05-05 00:00:00.000000 UTC
18664,1178 Flora Ave.,,Shawnee,7,V9B 2C3,cIoW8a0aZ0Ko/eIfdlAyog==,2004-01-09 00:00:00.000000 UTC
14046,7268 Norcross Lane,,Shawnee,7,V9B 2C3,kTKgX21c/UyAhPiqie7Snw==,2003-08-05 00:00:00.000000 UTC
16515,6398 Haviland Place,,Shawnee,7,V9B 2C3,no8Qc+jOHEiDw3Ykwya0dw==,2003-08-19 00:00:00.000000 UTC
15472,6180 Ryan Court,,Shawnee,7,V9B 2C3,qDqn0Wp96UaJDhrEIwEciQ==,2004-01-21 00:00:00.000000 UTC
15807,543 Sand Pointe Lane,Box #311,Shawnee,7,V9B 2C3,4FqbnNfXT0aHwTFCu0nHGw==,2004-06-04 00:00:00.000000 UTC
17733,3682 MacArthur Avenue,,Shawnee,7,V9B 2C3,Q80TV5Iwq0ifEQKeDbqwJw==,2002-02-06 00:00:00.000000 UTC
13830,8267 Lavene Way,,Shawnee,7,V9B 2C3,zvm2W9I3ZkyPv1IrbRzxxg==,2004-04-14 00:00:00.000000 UTC
13492,9975 Haynes Court,,Shawnee,7,V9B 2C3,96q6ror0P0ePURGCqbSWiw==,2004-05-30 00:00:00.000000 UTC
11836,8595 Central Avenue,# 778,Shawnee,7,V9B 2C3,594yF+yEfEy7g4DkYjLl9g==,2003-08-24 00:00:00.000000 UTC
15229,181 Buena Vista,,Shawnee,7,V9B 2C3,4intXSrI+kWDj6LPHFjPpQ==,2003-08-10 00:00:00.000000 UTC
14098,6973 Elena,,Shawnee,7,V9B 2C3,WVo7ja8PgEePXOpn1sTOIA==,2002-01-11 00:00:00.000000 UTC
13493,1471 Michigan Blvd.,,Shawnee,7,V9B 2C3,AKL5PBMD+U+SVGWj84IUvg==,2001-08-18 00:00:00.000000 UTC
14048,8764 Pacific,,Shawnee,7,V9B 2C3,A/oh/U0aDUeLTVqCWq9bWg==,2004-05-23 00:00:00.000000 UTC
14929,7573 Star Dr,#5188,Shawnee,7,V9B 2C3,Fak6YLg8XUKOwbumhzXarw==,2002-02-19 00:00:00.000000 UTC
17041,290 Reed Way,,Shawnee,7,V9B 2C3,7hIK1CCoPESt1XvkX7r/yg==,2004-02-13 00:00:00.000000 UTC
14919,8724 String Drive,,Shawnee,7,V9B 2C3,epfAtVqiEEm3oJHN0zF1sg==,2004-06-14 00:00:00.000000 UTC
16752,4082 Shell Ct,,Shawnee,7,V9B 2C3,4Qm5465eQUWOgp2uwS/2KQ==,2001-07-30 00:00:00.000000 UTC
26195,2243 W St.,,Shawnee,7,V9B 5T2,vbD7OURbpE+ztqIr9dwo9Q==,2003-07-17 00:00:00.000000 UTC
27890,5671 Bel Air Dr.,,Shawnee,7,V9B 5T2,G8M42WoymES7r5xoj4P7wg==,2002-04-30 00:00:00.000000 UTC
28847,4519 Sequoia Drive,,Shawnee,7,V9B 5T2,jD04FI6D9ke6M93xd6XU3w==,2002-12-08 00:00:00.000000 UTC
27580,3620 Temple Drive,,Shawnee,7,V9B 5T2,y7/T9GwrsEehJT1fdjgF8Q==,2004-03-29 00:00:00.000000 UTC
27346,5082 Longview Road,,Shawnee,7,V9B 5T2,i/Wcsr5xKka2pXfv611I6w==,2003-09-04 00:00:00.000000 UTC
26912,6439 Arlington Way,,Shawnee,7,V9B 5T2,C0l6udNeE0+79dU3Cx/B2Q==,2004-07-03 00:00:00.000000 UTC
26707,7727 Hitchcock,,Shawnee,7,V9B 5T2,C2qAG+g1/E+90Io94PSg0g==,2003-12-08 00:00:00.000000 UTC
29476,6957 Olivewood Ct.,,Shawnee,7,V9B 5T2,jXUADv1L00CxLtxNllLjtA==,2004-04-20 00:00:00.000000 UTC
26284,6901 Hamilton Avenue,,Shawnee,7,V9B 5T2,n5jahVB/g02HLElAai55iQ==,2003-02-16 00:00:00.000000 UTC
25501,4848 Azalea Ave.,,Shawnee,7,V9B 5T2,raRkOWbwCEW7LhFKaBr7Mw==,2003-08-09 00:00:00.000000 UTC
28512,6313 Collins Drive,,Shawnee,7,V9B 5T2,1g+Oo1qcfUmSGvuBJGVviw==,2003-11-27 00:00:00.000000 UTC
26568,4773 Tanager Road,,Shawnee,7,V9B 5T2,xECD4bvbaEG/JQMoXmoKEA==,2003-08-13 00:00:00.000000 UTC
28667,3718 Loma Linda,,Shawnee,7,V9B 5T2,G+hvcndoSEiS3MtveGMCOg==,2003-08-26 00:00:00.000000 UTC
27966,8582 San Jose Ave.,,Shawnee,7,V9B 5T2,YlJb0V2/c0KXCNpBSQg8FQ==,2004-04-20 00:00:00.000000 UTC
26909,4944 Abbey Court,,Shawnee,7,V9B 5T2,ITbTVEzTx0mOqe0gKXUwgQ==,2002-05-23 00:00:00.000000 UTC
25892,9209 Mendocino Drive,,Shawnee,7,V9B 5T2,v2uBFhSjLUaAzgSVXUr5jw==,2003-08-01 00:00:00.000000 UTC
28881,1315 Union St,,Shawnee,7,V9B 5T2,CROOKbiDOk6MaN+IB7wE0A==,2003-08-31 00:00:00.000000 UTC
24918,9848 Angi Lane,,Shawnee,7,V9B 5T2,1fh8XzW5GkSWxl6ZtYGlXg==,2003-02-07 00:00:00.000000 UTC
29043,1742 Breck Court,,Shawnee,7,V9B 5T2,jbeY/n6210SrgmU1mZ4knw==,2003-08-02 00:00:00.000000 UTC
28701,8163 S. Forest Hill,,Shawnee,7,V9B 5T2,64sK8UtF4kqstk0+VtD/gQ==,2003-10-29 00:00:00.000000 UTC
25678,1480 Canyon Creek Drive,,Shawnee,7,V9B 5T2,YW5/q3jVJ0eA+rS1QiToLg==,2003-10-14 00:00:00.000000 UTC
25998,4895 Cypress Ave.,,Shawnee,7,V9B 5T2,jUMeFG7gaES+vXecne3qnw==,2003-11-22 00:00:00.000000 UTC
28499,9811 Toledo,,Shawnee,7,V9B 5T2,JY2q8h/GsUilVPfW2IDlrw==,2003-12-22 00:00:00.000000 UTC
25766,6565 Jamie Way,,Shawnee,7,V9B 5T2,xY7f4PrShkSW/wSMQty0Rw==,2003-08-31 00:00:00.000000 UTC
29729,2237 Boca Raton Court,,Shawnee,7,V9B 5T2,QtAFHnQc5EGkRe/Grv8sgw==,2002-04-30 00:00:00.000000 UTC
26977,6149 Minert Rd.,,Shawnee,7,V9B 5T2,gnSrtVYKrUCqujsTUaYYqA==,2004-03-13 00:00:00.000000 UTC
29449,Am Grossen Dern 8249,,Grevenbroich,8,41485,mYLnIKFL6k+bOTGWHziN8g==,2004-03-01 00:00:00.000000 UTC
24794,Winterfeldtstr 29,,Grevenbroich,8,41485,dssZQCL5rE65tGWlxNearQ==,2004-07-01 00:00:00.000000 UTC
29215,Am Karlshof 820,,Grevenbroich,8,41485,vUmC7aKWr02y8UjoDh6VOw==,2004-07-29 00:00:00.000000 UTC
15076,Berliner Platz 654,,Grevenbroich,8,41485,M50ZyGm9MUSwFU5BqylPvQ==,2003-04-30 00:00:00.000000 UTC
18068,Rykestr 85,,Grevenbroich,8,41485,Y7yxwstdIU67rtTG2/aJlg==,2003-11-08 00:00:00.000000 UTC
19832,Husemann Straße 4424,,Grevenbroich,8,41485,EpgsVXv4mUKmkL/ZCmyJTQ==,2004-01-10 00:00:00.000000 UTC
15217,Lindenalle 842,,Grevenbroich,8,41485,DSNkwDOEQEm2+oowSAtc1Q==,2004-06-19 00:00:00.000000 UTC
